hub,plant,dist_h_p ,cost_per_unit_h_p ,train_cost_h_p ,train_cap_h_p
17201,9102,548.075258,11.10169831,60000,20000
17201,9103,376.481558,8.351222893,60000,20000
17201,9104,372.9127051,8.294017749,60000,20000
17201,9105,236.8813891,6.113571786,60000,20000
17201,9106,381.897261,8.438031196,60000,20000
17201,9107,542.0918662,11.00579052,60000,20000
17201,9108,1024.560732,18.73928397,60000,20000
17201,9109,992.182274,18.22028967,60000,20000
17201,9110,995.1030232,18.26710636,60000,20000
17201,9111,997.6648576,18.30817,60000,20000
17201,9113,984.5102091,18.09731414,60000,20000
17201,9114,991.7012199,18.21257885,60000,20000
17201,9115,1009.569463,18.49898892,60000,20000
17201,9116,999.5467195,18.33833437,60000,20000
17201,9117,985.6386153,18.11540136,60000,20000
17201,9118,995.1030232,18.26710636,60000,20000
17201,9119,1009.569463,18.49898892,60000,20000
17201,9120,1056.474687,19.25083276,60000,20000
17201,9121,1024.560732,18.73928397,60000,20000
17201,9122,979.1255818,18.01100395,60000,20000
17201,9123,985.7053858,18.11647163,60000,20000
17201,9124,986.5142252,18.12943652,60000,20000
17201,9125,984.5102091,18.09731414,60000,20000
17201,9126,997.6648576,18.30817,60000,20000
17201,9127,1000.603204,18.35526875,60000,20000
17201,9128,966.8496172,17.81423251,60000,20000
17201,9129,362.7447982,8.131036371,60000,20000
17201,9130,342.0487416,7.799299278,60000,20000
17201,9131,663.2676876,12.94811776,60000,20000
17201,9132,916.6391871,17.00940953,60000,20000
17201,9133,589.1910325,11.76074306,60000,20000
17201,9134,1026.82527,18.77558226,60000,20000
17201,9135,1035.481936,18.91433995,60000,20000
17201,9136,1018.971849,18.64969977,60000,20000
17201,9137,1026.82527,18.77558226,60000,20000
17201,9140,985.2265835,18.10879691,60000,20000
17201,9141,321.8305421,7.475221759,60000,20000
17201,9142,500.2784852,10.33556384,60000,20000
17201,9143,584.5656262,11.68660242,60000,20000
17201,9144,571.5015963,11.47719909,60000,20000
17201,9145,560.7766355,11.30528869,60000,20000
17201,9146,445.3482347,9.455086854,60000,20000
17201,9147,591.5061133,11.79785149,60000,20000
17201,9148,255.3362473,6.409384707,60000,20000
17201,9149,445.0498523,9.450304083,60000,20000
17201,9150,444.2248801,9.437080604,60000,20000
17201,9151,799.4749106,15.13138334,60000,20000
17201,9152,810.1685445,15.3027916,60000,20000
17201,9153,863.5708473,16.15877711,60000,20000
17201,9154,1127.754378,20.39337492,60000,20000
17201,9155,1182.624332,21.27288541,60000,20000
17201,9156,1096.092007,19.88585877,60000,20000
17201,9158,1099.633264,19.94262159,60000,20000
17201,9159,1006.58317,18.45112163,60000,20000
17201,9160,1049.93349,19.14598392,60000,20000
17201,9161,1043.417629,19.04154118,60000,20000
17201,9162,1049.93349,19.14598392,60000,20000
17201,9163,1014.368593,18.57591418,60000,20000
17201,9164,1043.417629,19.04154118,60000,20000
17201,9165,1015.925678,18.60087269,60000,20000
17201,9166,1049.93349,19.14598392,60000,20000
17201,9167,1008.0755,18.47504219,60000,20000
17201,9168,1062.296206,19.34414589,60000,20000
17201,9169,1147.201239,20.70508866,60000,20000
17201,9171,1145.925139,20.68463406,60000,20000
17201,9172,1147.706852,20.71319313,60000,20000
17201,9173,1147.201239,20.70508866,60000,20000
17201,9174,1124.648835,20.34359617,60000,20000
17201,9175,1147.201239,20.70508866,60000,20000
17201,9176,1137.210605,20.54494879,60000,20000
17201,9177,1137.438822,20.54860687,60000,20000
17201,9178,1051.517743,19.1713779,60000,20000
17201,9180,320.0915716,7.447347801,60000,20000
17201,9182,1051.129833,19.16516009,60000,20000
17201,9183,179.9521027,5.201052254,60000,20000
17201,9184,853.8002717,16.00216456,60000,20000
17201,9185,582.8719957,11.65945522,60000,20000
17201,9186,550.268004,11.13684584,60000,20000
17201,9187,585.3731307,11.69954591,60000,20000
17201,9188,583.9890046,11.67735976,60000,20000
17201,9189,1080.956836,19.64325713,60000,20000
17201,9190,1081.544966,19.65268426,60000,20000
17201,9192,1082.150097,19.6623839,60000,20000
17201,9193,1092.807194,19.83320651,60000,20000
17201,9194,1090.971949,19.80378938,60000,20000
17201,9195,1080.956836,19.64325713,60000,20000
17201,9197,1090.971949,19.80378938,60000,20000
17201,9198,1080.956836,19.64325713,60000,20000
17201,9199,566.3981,11.39539514,60000,20000
17201,9200,543.7028036,11.03161224,60000,20000
17201,9202,593.0815357,11.82310394,60000,20000
17201,9203,483.48156,10.06632592,60000,20000
17201,9204,379.8005718,8.404423365,60000,20000
17201,10066,1248.90546,22.33530562,60000,20000
17201,10059,1425.509772,25.16609613,60000,20000
17201,10056,1332.139028,23.66945648,60000,20000
17201,10057,1348.006545,23.92379691,60000,20000
17201,10058,1285.020609,22.91419534,60000,20000
17201,10060,1413.994627,24.98151988,60000,20000
17201,10061,1339.162035,23.78202825,60000,20000
17201,10062,1423.807256,25.13880651,60000,20000
17201,10063,1316.140619,23.41301799,60000,20000
17201,10065,1810.588663,31.33852568,60000,20000
17201,10067,1444.571677,25.47163941,60000,20000
17218,541,753.8541475,14.40012813,60000,20000
17218,542,992.6738639,18.22816937,60000,20000
17218,543,23.405879,2.691772834,60000,20000
17218,544,906.5299692,16.84736888,60000,20000
17218,545,992.6738639,18.22816937,60000,20000
17218,546,967.2513322,17.8206716,60000,20000
17218,9039,892.0514129,16.6152921,60000,20000
17218,9040,965.9066061,17.79911699,60000,20000
17218,9041,929.7483131,17.21953571,60000,20000
17218,9043,892.5651027,16.62352603,60000,20000
17218,9044,973.6384807,17.92305121,60000,20000
17218,9045,858.1787918,16.07234785,60000,20000
17218,9046,194.5756948,5.435453811,60000,20000
17218,9047,257.4696585,6.443581156,60000,20000
17218,9048,901.2356429,16.76250612,60000,20000
17218,9049,881.6807076,16.44906006,60000,20000
17218,9050,868.1219587,16.23172688,60000,20000
17218,9051,903.8264363,16.80403395,60000,20000
17218,9053,1013.765233,18.56624292,60000,20000
17218,9054,1018.760696,18.64631519,60000,20000
17218,9055,1031.119062,18.84440745,60000,20000
17218,9056,1011.402497,18.52837063,60000,20000
17218,9057,1031.740524,18.85436886,60000,20000
17218,9059,1019.231685,18.65386469,60000,20000
17218,9060,647.0211639,12.68770224,60000,20000
17218,9061,847.279977,15.89765075,60000,20000
17218,9062,850.8004937,15.95408111,60000,20000
17218,9063,633.8773707,12.47702037,60000,20000
17218,9064,732.1712654,14.05257321,60000,20000
17218,9065,746.1789267,14.27710202,60000,20000
17218,9066,732.1712654,14.05257321,60000,20000
17218,9067,847.279977,15.89765075,60000,20000
17218,9069,186.6561863,5.30851201,60000,20000
17218,9070,321.9047246,7.47641083,60000,20000
17218,9071,194.9956076,5.442184594,60000,20000
17218,9072,208.3124545,5.655640334,60000,20000
17218,9074,181.9865753,5.233662815,60000,20000
17218,9075,189.0948492,5.347601337,60000,20000
17218,9076,194.9956076,5.442184594,60000,20000
17218,9077,188.2927907,5.334745141,60000,20000
17218,9078,189.0948492,5.347601337,60000,20000
17218,9079,177.3173898,5.158820441,60000,20000
17218,9080,208.3124545,5.655640334,60000,20000
17218,9081,858.6561668,16.0799997,60000,20000
17218,9083,850.8027456,15.95411721,60000,20000
17218,9084,182.5003025,5.241897349,60000,20000
17218,9085,790.9369649,14.99452861,60000,20000
17218,9086,892.0514129,16.6152921,60000,20000
17218,9087,940.8807543,17.39797761,60000,20000
17218,9088,170.2341207,5.045282721,60000,20000
17218,9089,223.8279016,5.904337435,60000,20000
17218,9090,254.9116474,6.402578796,60000,20000
17218,9091,259.9561409,6.483436983,60000,20000
17218,9092,254.9116474,6.402578796,60000,20000
17218,9093,978.3847861,17.99912974,60000,20000
17218,9094,991.4415045,18.20841588,60000,20000
17218,9095,980.1662194,18.02768433,60000,20000
17218,9096,986.2679354,18.12548874,60000,20000
17218,9097,858.1787918,16.07234785,60000,20000
17218,9098,852.3808966,15.97941339,60000,20000
17218,9099,130.8066949,4.413300512,60000,20000
17218,9100,835.9838507,15.71658514,60000,20000
17218,9101,162.3036633,4.918165419,60000,20000
17218,9102,379.9061545,8.406115751,60000,20000
17218,9103,208.3124545,5.655640334,60000,20000
17218,9104,204.7436016,5.59843519,60000,20000
17218,9105,138.4230681,4.535383359,60000,20000
17218,9106,213.7281575,5.742448637,60000,20000
17218,9107,373.9227628,8.310207965,60000,20000
17218,9108,856.3916286,16.04370142,60000,20000
17218,9109,824.0131705,15.52470711,60000,20000
17218,9110,826.9339198,15.5715238,60000,20000
17218,9111,829.4957542,15.61258744,60000,20000
17218,9113,816.3411056,15.40173158,60000,20000
17218,9114,823.5321164,15.51699629,60000,20000
17218,9115,841.4003595,15.80340636,60000,20000
17218,9116,831.3776161,15.64275181,60000,20000
17218,9117,817.4695118,15.41981881,60000,20000
17218,9118,826.9339198,15.5715238,60000,20000
17218,9119,841.4003595,15.80340636,60000,20000
17218,9120,888.3055834,16.5552502,60000,20000
17218,9121,856.3916286,16.04370142,60000,20000
17218,9122,810.9564783,15.31542139,60000,20000
17218,9123,817.5362824,15.42088907,60000,20000
17218,9124,818.3451217,15.43385396,60000,20000
17218,9125,816.3411056,15.40173158,60000,20000
17218,9126,829.4957542,15.61258744,60000,20000
17218,9127,832.4341003,15.65968619,60000,20000
17218,9128,821.7766717,15.48885827,60000,20000
17218,9129,194.5756948,5.435453811,60000,20000
17218,9130,173.8796381,5.103716719,60000,20000
17218,9131,564.8093667,11.36992934,60000,20000
17218,9132,818.1808662,15.4312211,60000,20000
17218,9133,490.7327116,10.18255463,60000,20000
17218,9134,858.6561668,16.0799997,60000,20000
17218,9135,867.3128325,16.21875739,60000,20000
17218,9136,850.8027456,15.95411721,60000,20000
17218,9137,858.6561668,16.0799997,60000,20000
17218,9140,867.1135986,16.21556387,60000,20000
17218,9141,153.6614386,4.7796392,60000,20000
17218,9142,401.8201642,8.757375412,60000,20000
17218,9143,486.1073052,10.108414,60000,20000
17218,9144,473.0432753,9.89901066,60000,20000
17218,9145,462.3183145,9.727100263,60000,20000
17218,9146,277.1791312,6.759504295,60000,20000
17218,9147,493.0477923,10.21966306,60000,20000
17218,9148,87.16714382,3.713802148,60000,20000
17218,9149,276.8807489,6.754721524,60000,20000
17218,9150,276.0557767,6.741498045,60000,20000
17218,9151,701.0165896,13.55319492,60000,20000
17218,9152,711.7102236,13.72460317,60000,20000
17218,9153,695.4017439,13.46319455,60000,20000
17218,9154,1034.224605,18.8941862,60000,20000
17218,9155,1014.455228,18.57730285,60000,20000
17218,9156,997.6336857,18.30767035,60000,20000
17218,9158,1001.174943,18.36443317,60000,20000
17218,9159,838.4140664,15.75553907,60000,20000
17218,9160,881.7643869,16.45040136,60000,20000
17218,9161,875.2485256,16.34595862,60000,20000
17218,9162,881.7643869,16.45040136,60000,20000
17218,9163,846.1994896,15.88033162,60000,20000
17218,9164,875.2485256,16.34595862,60000,20000
17218,9165,847.7565743,15.90529013,60000,20000
17218,9166,881.7643869,16.45040136,60000,20000
17218,9167,839.9063964,15.77945963,60000,20000
17218,9168,894.1271029,16.64856333,60000,20000
17218,9169,1053.671363,19.20589828,60000,20000
17218,9171,1052.395367,19.18544534,60000,20000
17218,9172,1054.17708,19.21400441,60000,20000
17218,9173,1053.671363,19.20589828,60000,20000
17218,9174,1031.119062,18.84440745,60000,20000
17218,9175,1053.671363,19.20589828,60000,20000
17218,9176,1043.680833,19.04576007,60000,20000
17218,9177,1043.909049,19.04941815,60000,20000
17218,9178,883.3486391,16.47579534,60000,20000
17218,9180,154.7268296,4.796716351,60000,20000
17218,9182,882.9607292,16.46957753,60000,20000
17218,9183,11.78299927,2.505469695,60000,20000
17218,9184,685.6311683,13.306582,60000,20000
17218,9185,484.4136747,10.08126679,60000,20000
17218,9186,451.8096831,9.55865741,60000,20000
17218,9187,486.9148097,10.12135749,60000,20000
17218,9188,485.5306837,10.09917133,60000,20000
17218,9189,912.7877328,16.94767457,60000,20000
17218,9190,913.3758624,16.9571017,60000,20000
17218,9192,913.9809932,16.96680134,60000,20000
17218,9193,924.6380901,17.13762395,60000,20000
17218,9194,922.802846,17.10820682,60000,20000
17218,9195,912.7877328,16.94767457,60000,20000
17218,9197,922.802846,17.10820682,60000,20000
17218,9198,912.7877328,16.94767457,60000,20000
17218,9199,467.939779,9.817206718,60000,20000
17218,9200,445.2444827,9.453423813,60000,20000
17218,9202,494.6232147,10.24491551,60000,20000
17218,9203,315.3124565,7.370743366,60000,20000
17218,9204,281.3422509,6.826234939,60000,20000
17218,10066,1080.736357,19.63972307,60000,20000
17218,10059,1257.340668,22.47051357,60000,20000
17218,10056,1163.969924,20.97387392,60000,20000
17218,10057,1179.837442,21.22821435,60000,20000
17218,10058,1116.851505,20.21861278,60000,20000
17218,10060,1245.825524,22.28593732,60000,20000
17218,10061,1170.992931,21.08644569,60000,20000
17218,10062,1255.638153,22.44322396,60000,20000
17218,10063,1147.971516,20.71743543,60000,20000
17218,10065,1642.419559,28.64294312,60000,20000
17218,10067,1276.402574,22.77605685,60000,20000
17359,541,517.3436839,10.60910191,60000,20000
17359,542,584.5253241,11.68595642,60000,20000
17359,543,968.5294519,17.84115858,60000,20000
17359,544,533.0157971,10.86031021,60000,20000
17359,545,584.5253241,11.68595642,60000,20000
17359,546,427.5981266,9.170570371,60000,20000
17359,9039,229.2604812,5.991416253,60000,20000
17359,9040,164.1335347,4.947496427,60000,20000
17359,9041,219.5631363,5.835977512,60000,20000
17359,9043,182.3799259,5.239967833,60000,20000
17359,9044,193.3212427,5.4153462,60000,20000
17359,9045,129.0280397,4.384790448,60000,20000
17359,9046,813.7447272,15.36011423,60000,20000
17359,9047,708.8428309,13.67864174,60000,20000
17359,9048,248.4841991,6.299553227,60000,20000
17359,9049,228.9292638,5.986107169,60000,20000
17359,9050,208.897081,5.665011311,60000,20000
17359,9051,251.0749924,6.341081054,60000,20000
17359,9053,398.295256,8.700874658,60000,20000
17359,9054,399.4078156,8.718707876,60000,20000
17359,9055,415.6490854,8.97903919,60000,20000
17359,9056,395.9325207,8.663002374,60000,20000
17359,9057,410.2544572,8.892568694,60000,20000
17359,9059,403.7617086,8.788496427,60000,20000
17359,9060,304.3973376,7.195784925,60000,20000
17359,9061,207.8092095,5.64757382,60000,20000
17359,9062,198.0490499,5.491128221,60000,20000
17359,9063,383.4724403,8.463279745,60000,20000
17359,9064,272.7812475,6.689010616,60000,20000
17359,9065,285.8193379,6.897998167,60000,20000
17359,9066,272.7812475,6.689010616,60000,20000
17359,9067,207.8092095,5.64757382,60000,20000
17359,9069,766.4541608,14.60209374,60000,20000
17359,9070,784.1282828,14.88539225,60000,20000
17359,9071,751.2127952,14.35778989,60000,20000
17359,9072,798.9662772,15.12323046,60000,20000
17359,9074,771.1237718,14.67694294,60000,20000
17359,9075,776.7502173,14.76712923,60000,20000
17359,9076,751.2127952,14.35778989,60000,20000
17359,9077,776.881189,14.76922858,60000,20000
17359,9078,776.7502173,14.76712923,60000,20000
17359,9079,775.7929573,14.75178531,60000,20000
17359,9080,798.9662772,15.12323046,60000,20000
17359,9081,199.4312891,5.513284133,60000,20000
17359,9083,196.4321215,5.465210476,60000,20000
17359,9084,866.5581464,16.20666053,60000,20000
17359,9085,457.2396526,9.645694392,60000,20000
17359,9086,229.2604812,5.991416253,60000,20000
17359,9087,458.3669424,9.66376372,60000,20000
17359,9088,865.7376922,16.19350947,60000,20000
17359,9089,722.3805012,13.89563705,60000,20000
17359,9090,792.3773094,15.01761589,60000,20000
17359,9091,823.0759661,15.50968466,60000,20000
17359,9092,792.3773094,15.01761589,60000,20000
17359,9093,198.0675481,5.491424729,60000,20000
17359,9094,211.1242665,5.700710868,60000,20000
17359,9095,199.8489814,5.519979324,60000,20000
17359,9096,205.9506974,5.617783729,60000,20000
17359,9097,129.0280397,4.384790448,60000,20000
17359,9098,189.5899649,5.355537547,60000,20000
17359,9099,822.3036522,15.49730524,60000,20000
17359,9100,181.6132266,5.227678409,60000,20000
17359,9101,798.7065839,15.11906783,60000,20000
17359,9102,865.9327104,16.19663541,60000,20000
17359,9103,798.9662772,15.12323046,60000,20000
17359,9104,808.2738652,15.27242179,60000,20000
17359,9105,901.6256827,16.76875807,60000,20000
17359,9106,788.7960192,14.96021139,60000,20000
17359,9107,628.6014139,12.39245206,60000,20000
17359,9108,102.4326644,3.958493177,60000,20000
17359,9109,140.070535,4.561790606,60000,20000
17359,9110,187.4631523,5.321446868,60000,20000
17359,9111,145.5531187,4.64967094,60000,20000
17359,9113,168.961025,5.02487627,60000,20000
17359,9114,170.1297415,5.043609626,60000,20000
17359,9115,188.6489157,5.340453469,60000,20000
17359,9116,173.7686534,5.101937746,60000,20000
17359,9117,170.7424919,5.053431403,60000,20000
17359,9118,187.4631523,5.321446868,60000,20000
17359,9119,188.6489157,5.340453469,60000,20000
17359,9120,229.0807057,5.988534631,60000,20000
17359,9121,102.4326644,3.958493177,60000,20000
17359,9122,173.734313,5.101387303,60000,20000
17359,9123,179.0376197,5.186394006,60000,20000
17359,9124,187.946089,5.329187861,60000,20000
17359,9125,168.961025,5.02487627,60000,20000
17359,9126,145.5531187,4.64967094,60000,20000
17359,9127,203.9580596,5.585843738,60000,20000
17359,9128,362.3866539,8.125295675,60000,20000
17359,9129,813.7447272,15.36011423,60000,20000
17359,9130,793.1988126,15.03078377,60000,20000
17359,9131,631.8763094,12.44494536,60000,20000
17359,9132,581.0668306,11.63052023,60000,20000
17359,9133,905.8916433,16.83713715,60000,20000
17359,9134,199.4312891,5.513284133,60000,20000
17359,9135,208.0879547,5.652041826,60000,20000
17359,9136,196.4321215,5.465210476,60000,20000
17359,9137,199.4312891,5.513284133,60000,20000
17359,9140,361.408355,8.109614522,60000,20000
17359,9141,829.7155702,15.61611088,60000,20000
17359,9142,938.2339394,17.35555182,60000,20000
17359,9143,762.0693123,14.53180901,60000,20000
17359,9144,766.606459,14.60453493,60000,20000
17359,9145,775.2634627,14.74329804,60000,20000
17359,9146,767.5577578,14.6197833,60000,20000
17359,9147,832.3247198,15.65793293,60000,20000
17359,9148,859.041259,16.08617234,60000,20000
17359,9149,739.1043072,14.16370294,60000,20000
17359,9150,738.279335,14.15047946,60000,20000
17359,9151,547.1600279,11.08702809,60000,20000
17359,9152,536.466394,10.91561983,60000,20000
17359,9153,330.381671,7.612287805,60000,20000
17359,9154,418.7546285,9.028817941,60000,20000
17359,9155,112.3496443,4.117452448,60000,20000
17359,9156,454.0038286,9.593827369,60000,20000
17359,9158,428.6501698,9.187433572,60000,20000
17359,9159,179.1891886,5.188823505,60000,20000
17359,9160,222.5395092,5.883685792,60000,20000
17359,9161,216.0236478,5.779243051,60000,20000
17359,9162,222.5395092,5.883685792,60000,20000
17359,9163,186.9746119,5.313616054,60000,20000
17359,9164,216.0236478,5.779243051,60000,20000
17359,9165,188.5316965,5.338574564,60000,20000
17359,9166,222.5395092,5.883685792,60000,20000
17359,9167,185.5357723,5.290552894,60000,20000
17359,9168,183.9419262,5.265005135,60000,20000
17359,9169,434.3200313,9.278315782,60000,20000
17359,9171,436.92539,9.320077077,60000,20000
17359,9172,438.7071029,9.348636153,60000,20000
17359,9173,434.3200313,9.278315782,60000,20000
17359,9174,415.6490854,8.97903919,60000,20000
17359,9175,434.3200313,9.278315782,60000,20000
17359,9176,428.2108558,9.180391807,60000,20000
17359,9177,428.4390725,9.184049893,60000,20000
17359,9178,64.03226023,3.342973099,60000,20000
17359,9180,813.3858222,15.35436134,60000,20000
17359,9182,223.7358515,5.902861963,60000,20000
17359,9183,934.4254036,17.29450479,60000,20000
17359,9184,260.5774424,6.493395824,60000,20000
17359,9185,1004.599533,18.41932591,60000,20000
17359,9186,1026.847708,18.7759419,60000,20000
17359,9187,1061.952834,19.33864198,60000,20000
17359,9188,1000.488661,18.35343275,60000,20000
17359,9189,225.5830105,5.932470076,60000,20000
17359,9190,227.1457745,5.957519619,60000,20000
17359,9192,238.6421277,6.141794665,60000,20000
17359,9193,234.2067099,6.070699353,60000,20000
17359,9194,236.5727581,6.108624739,60000,20000
17359,9195,225.5830105,5.932470076,60000,20000
17359,9197,236.5727581,6.108624739,60000,20000
17359,9198,225.5830105,5.932470076,60000,20000
17359,9199,728.745897,13.99766798,60000,20000
17359,9200,751.4411933,14.36145089,60000,20000
17359,9202,753.3581735,14.39217816,60000,20000
17359,9203,852.7781186,15.98578046,60000,20000
17359,9204,915.3434252,16.98863976,60000,20000
17359,10066,247.9303836,6.290676118,60000,20000
17359,10059,1820.460493,31.49676125,60000,20000
17359,10056,1727.08975,30.0001216,60000,20000
17359,10057,1742.957267,30.25446203,60000,20000
17359,10058,1679.97133,29.24486046,60000,20000
17359,10060,1808.945349,31.312185,60000,20000
17359,10061,1692.225214,29.44127795,60000,20000
17359,10062,1818.757978,31.46947163,60000,20000
17359,10063,1711.091341,29.74368311,60000,20000
17359,10065,2205.539384,37.66919079,60000,20000
17359,10067,1839.522399,31.80230453,60000,20000
17372,541,253.9359268,6.386938971,60000,20000
17372,542,492.7556433,10.21498021,60000,20000
17372,543,935.8563477,17.3174414,60000,20000
17372,544,406.6117486,8.834179718,60000,20000
17372,545,492.7556433,10.21498021,60000,20000
17372,546,512.0294191,10.52391956,60000,20000
17372,9039,781.4566857,14.84256922,60000,20000
17372,9040,611.5187261,12.11863366,60000,20000
17372,9041,796.0457609,15.0764175,60000,20000
17372,9043,758.8625505,14.48040782,60000,20000
17372,9044,839.9359286,15.779933,60000,20000
17372,9045,705.5106643,13.62523044,60000,20000
17372,9046,723.9485049,13.92077059,60000,20000
17372,9047,682.1172177,13.25025688,60000,20000
17372,9048,790.6409157,14.98978324,60000,20000
17372,9049,771.0859804,14.67633718,60000,20000
17372,9050,757.5272315,14.45900399,60000,20000
17372,9051,793.2317091,15.03131106,60000,20000
17372,9053,917.4003517,17.02161024,60000,20000
17372,9054,922.3958146,17.10168251,60000,20000
17372,9055,934.7541811,17.29977477,60000,20000
17372,9056,915.0376164,16.98373795,60000,20000
17372,9057,935.375643,17.30973618,60000,20000
17372,9059,922.8668043,17.10923201,60000,20000
17372,9060,400.5939793,8.737720895,60000,20000
17372,9061,736.6852498,14.12492787,60000,20000
17372,9062,740.2057665,14.18135823,60000,20000
17372,9063,474.9502865,9.929578142,60000,20000
17372,9064,635.8063842,12.50794053,60000,20000
17372,9065,649.8140456,12.73246934,60000,20000
17372,9066,635.8063842,12.50794053,60000,20000
17372,9067,736.6852498,14.12492787,60000,20000
17372,9069,748.9822484,14.32203646,60000,20000
17372,9070,700.5975096,13.54647748,60000,20000
17372,9071,733.7408828,14.07773261,60000,20000
17372,9072,732.0525473,14.05067028,60000,20000
17372,9074,753.6518594,14.39688565,60000,20000
17372,9075,759.2783048,14.48707195,60000,20000
17372,9076,733.7408828,14.07773261,60000,20000
17372,9077,754.1376355,14.40467216,60000,20000
17372,9078,759.2783048,14.48707195,60000,20000
17372,9079,758.3210449,14.47172803,60000,20000
17372,9080,732.0525473,14.05067028,60000,20000
17372,9081,748.0614396,14.30727682,60000,20000
17372,9083,740.2080184,14.18139433,60000,20000
17372,9084,776.7619242,14.76731688,60000,20000
17372,9085,866.5800151,16.20701106,60000,20000
17372,9086,781.4566857,14.84256922,60000,20000
17372,9087,875.2028115,16.34522587,60000,20000
17372,9088,848.2657797,15.91345218,60000,20000
17372,9089,746.00716,14.27434877,60000,20000
17372,9090,702.5810872,13.57827225,60000,20000
17372,9091,733.2797438,14.07034101,60000,20000
17372,9092,702.5810872,13.57827225,60000,20000
17372,9093,844.682234,15.85601153,60000,20000
17372,9094,857.7389523,16.06529767,60000,20000
17372,9095,846.4636673,15.88456612,60000,20000
17372,9096,852.5653833,15.98237053,60000,20000
17372,9097,705.5106643,13.62523044,60000,20000
17372,9098,741.7861694,14.20669051,60000,20000
17372,9099,781.9212595,14.85001587,60000,20000
17372,9100,725.3891235,13.94386226,60000,20000
17372,9101,781.2346714,14.83901055,60000,20000
17372,9102,758.65962,14.47715505,60000,20000
17372,9103,732.0525473,14.05067028,60000,20000
17372,9104,718.4776429,13.83307814,60000,20000
17372,9105,884.1537703,16.48870078,60000,20000
17372,9106,698.9997969,13.52086774,60000,20000
17372,9107,538.8051916,10.95310842,60000,20000
17372,9108,678.915289,13.19893317,60000,20000
17372,9109,713.4184434,13.75198423,60000,20000
17372,9110,716.3391926,13.79880092,60000,20000
17372,9111,718.901027,13.83986456,60000,20000
17372,9113,705.7463785,13.6290087,60000,20000
17372,9114,712.9373893,13.74427341,60000,20000
17372,9115,730.8056323,14.03068348,60000,20000
17372,9116,720.7828889,13.87002893,60000,20000
17372,9117,706.8747847,13.64709592,60000,20000
17372,9118,716.3391926,13.79880092,60000,20000
17372,9119,730.8056323,14.03068348,60000,20000
17372,9120,777.7108562,14.78252731,60000,20000
