supplier,plant,dist_s_p,cost_per_unit_s_p,truck_cost_s_p,truck_cap_s_p
48001,9089,204.58856484,22.93180064,10000,500
48001,9090,318.7100875,22.93180064,10000,500
48001,9091,347.49674200000004,22.93180064,10000,500
48001,9092,318.7100875,22.93180064,10000,500
48001,9093,382.74827482,61.22784864,10000,500
48001,9094,395.80499319,61.22784864,10000,500
48001,9095,384.52970814,61.22784864,10000,500
48001,9096,390.63142413,61.22784864,10000,500
48001,9097,380.72153582,57.11906144,10000,500
48001,9098,439.6672975,57.11906144,10000,500
48001,9099,269.8823823,26.83158912,10000,500
48001,9100,431.6905592,57.11906144,10000,500
48001,9101,233.1638251,26.83158912,10000,500
48001,9102,427.2396035,22.93180064,10000,500
48001,9103,251.2553757,26.83158912,10000,500
48001,9104,264.8302801,26.83158912,10000,500
48001,9105,336.082924,26.83158912,10000,500
48001,9106,313.2167951,22.93180064,10000,500
48001,9107,296.20567467,37.57292224,10000,500
48001,9108,352.50999701,57.11906144,10000,500
48001,9109,390.14786769,57.11906144,10000,500
48001,9110,437.5404849,57.11906144,10000,500
48001,9111,395.63045134000004,57.11906144,10000,500
48001,9113,419.03835766,57.11906144,10000,500
48001,9114,420.20707412,57.11906144,10000,500
48001,9115,438.7262483,57.11906144,10000,500
48001,9116,423.84598606,57.11906144,10000,500
48001,9117,420.81982454,57.11906144,10000,500
48001,9118,437.5404849,57.11906144,10000,500
48001,9119,438.7262483,57.11906144,10000,500
48001,9120,479.15803830000004,57.11906144,10000,500
48001,9121,352.50999701,57.11906144,10000,500
48001,9122,423.81164566,57.11906144,10000,500
48001,9123,429.1149523,57.11906144,10000,500
48001,9124,437.86619790000003,16.57098912,10000,500
48001,9125,419.03835766,57.11906144,10000,500
48001,9126,395.63045134000004,57.11906144,10000,500
48001,9127,451.9551765,16.57098912,10000,500
48001,9128,387.3309917,16.57098912,10000,500
48001,9129,267.1403113,26.83158912,10000,500
48001,9130,244.53317819999998,26.83158912,10000,500
48001,9131,227.44386500000002,16.57098912,10000,500
48001,9132,705.6664654,16.57098912,10000,500
48001,9133,501.4591989,16.57098912,10000,500
48001,9134,449.5086217,57.11906144,10000,500
48001,9135,458.1652874,57.11906144,10000,500
48001,9136,446.5094542,57.11906144,10000,500
48001,9137,449.5086217,57.11906144,10000,500
48001,9140,486.6346748,16.57098912,10000,500
48001,9141,281.0499359,26.83158912,10000,500
48001,9142,476.4246849,26.83158912,10000,500
48001,9143,376.88899280000004,16.57098912,10000,500
48001,9144,362.1740146,16.57098912,10000,500
48001,9145,370.83101830000004,16.57098912,10000,500
48001,9146,249.7658214,22.93180064,10000,500
48001,9147,427.8922754,16.57098912,10000,500
48001,9148,293.4985003,26.83158912,10000,500
48001,9149,221.3123708,22.93180064,10000,500
48001,9150,220.4873986,22.93180064,10000,500
48001,9151,588.5021888,16.57098912,10000,500
48001,9152,599.1958228,16.57098912,10000,500
48001,9153,338.5278223,16.57098912,10000,500
48001,9154,653.7456815,16.57098912,10000,500
48001,9155,417.84346804,61.22784864,10000,500
48001,9156,674.1237570000001,16.57098912,10000,500
48001,9158,662.0187893,16.57098912,10000,500
48001,9159,429.2665213,57.11906144,10000,500
48001,9160,472.6168418,57.11906144,10000,500
48001,9161,466.1009804,57.11906144,10000,500
48001,9162,472.6168418,57.11906144,10000,500
48001,9163,437.0519445,57.11906144,10000,500
48001,9164,466.1009804,57.11906144,10000,500
48001,9165,438.6090292,57.11906144,10000,500
48001,9166,472.6168418,57.11906144,10000,500
48001,9167,435.613105,57.11906144,10000,500
48001,9168,411.30710545,61.22784864,10000,500
48001,9169,673.1924394,16.57098912,10000,500
48001,9171,671.916443,16.57098912,10000,500
48001,9172,673.6981559,16.57098912,10000,500
48001,9173,673.1924394,16.57098912,10000,500
48001,9174,650.6401384000001,16.57098912,10000,500
48001,9175,673.1924394,16.57098912,10000,500
48001,9176,663.2019087,16.57098912,10000,500
48001,9177,663.4301255,16.57098912,10000,500
48001,9178,336.05700713,57.11906144,10000,500
48001,9180,247.8430634,26.83158912,10000,500
48001,9182,473.8131841,57.11906144,10000,500
48001,9183,276.54879927,47.66127744,10000,500
48001,9184,324.2264352,37.3949072,10000,500
48001,9185,597.6424446999999,26.83158912,10000,500
48001,9186,565.0384531,26.83158912,10000,500
48001,9187,600.1435797,26.83158912,10000,500
48001,9188,596.0562165,16.57098912,10000,500
48001,9189,451.3338821,61.22784864,10000,500
48001,9190,452.89664600000003,61.22784864,10000,500
48001,9192,464.39299930000004,61.22784864,10000,500
48001,9193,459.9575814,61.22784864,10000,500
48001,9194,462.3236296,61.22784864,10000,500
48001,9195,451.3338821,61.22784864,10000,500
48001,9197,462.3236296,61.22784864,10000,500
48001,9198,451.3338821,61.22784864,10000,500
48001,9199,309.9506344,22.93180064,10000,500
48001,9200,331.687815,22.93180064,10000,500
48001,9202,331.5330852,22.93180064,10000,500
48001,9203,361.34538177,53.37975776,10000,500
48001,9204,453.5341707,26.83158912,10000,500
48001,10056,980.634602,79.42301472,10000,500
48001,10057,996.5021191,79.42301472,10000,500
48001,10058,933.5161829,79.42301472,10000,500
48001,10059,1074.0053459,79.42301472,10000,500
48001,10060,1062.4902016,79.42301472,10000,500
48001,10061,987.6576087,79.42301472,10000,500
48001,10062,1072.3028306,79.42301472,10000,500
48001,10063,964.6361936000001,79.42301472,10000,500
48001,10065,1459.084237,79.42301472,10000,500
48001,10066,501.63749834,74.27602336,10000,500
48001,10067,1093.0672513,79.42301472,10000,500
48003,541,692.0655589400001,102.030376,10000,500
48003,542,930.8852754000001,102.030376,10000,500
48003,543,698.623779,112.0201667,10000,500
48003,544,844.7413807,102.030376,10000,500
48003,545,930.8852754000001,102.030376,10000,500
48003,546,950.1590512,102.030376,10000,500
48003,9039,1052.2790138,146.9562416,10000,500
48003,9040,892.1561293000001,127.993273,10000,500
48003,9041,1044.1978325,146.9562416,10000,500
48003,9043,1007.0146221,146.9562416,10000,500
48003,9044,1019.54066941,161.8211168,10000,500
48003,9045,953.66273582,146.9562416,10000,500
48003,9046,646.1875711,77.90266624,10000,500
48003,9047,701.6370175000001,88.46520032,10000,500
48003,9048,1071.5027317,146.9562416,10000,500
48003,9049,1051.9477964,146.9562416,10000,500
48003,9050,1031.9156136,146.9562416,10000,500
48003,9051,1074.0935251,146.9562416,10000,500
48003,9053,1221.3137886,146.9562416,10000,500
48003,9054,1222.4263482000001,146.9562416,10000,500
48003,9055,1238.6676181,146.9562416,10000,500
48003,9056,1218.9510533,146.9562416,10000,500
48003,9057,1233.2729898,146.9562416,10000,500
48003,9059,1226.7802412,146.9562416,10000,500
48003,9060,747.94063209,110.7042854,10000,500
48003,9061,1030.8277422,146.9562416,10000,500
48003,9062,1021.0675825,146.9562416,10000,500
48003,9063,820.6676739999999,110.7042854,10000,500
48003,9064,983.153037,110.7042854,10000,500
48003,9065,997.1606984,110.7042854,10000,500
48003,9066,983.153037,110.7042854,10000,500
48003,9067,1030.8277422,146.9562416,10000,500
48003,9069,690.6250633,77.90266624,10000,500
48003,9070,720.0236254,77.90266624,10000,500
48003,9071,704.9116961,77.90266624,10000,500
48003,9072,657.1582142,77.90266624,10000,500
48003,9074,687.6093229,77.90266624,10000,500
48003,9075,713.2773321,77.90266624,10000,500
48003,9076,704.9116961,77.90266624,10000,500
48003,9077,679.2433024,77.90266624,10000,500
48003,9078,713.2773321,77.90266624,10000,500
48003,9079,686.2005594,77.90266624,10000,500
48003,9080,657.1582142,77.90266624,10000,500
48003,9081,1022.4498217,146.9562416,10000,500
48003,9083,1019.4506542,146.9562416,10000,500
48003,9084,696.1328131,77.90266624,10000,500
48003,9085,1205.8429345,106.1473638,10000,500
48003,9086,1052.2790138,146.9562416,10000,500
48003,9087,1222.5494641999999,110.7042854,10000,500
48003,9088,792.0665849,77.90266624,10000,500
48003,9089,733.7439901,77.90266624,10000,500
48003,9090,591.4472488,77.90266624,10000,500
48003,9091,651.5466565,77.90266624,10000,500
48003,9092,591.4472488,77.90266624,10000,500
48003,9093,1024.28697482,161.8211168,10000,500
48003,9094,1037.34369319,161.8211168,10000,500
48003,9095,1026.06840814,161.8211168,10000,500
48003,9096,1032.17012413,161.8211168,10000,500
48003,9097,953.66273582,146.9562416,10000,500
48003,9098,1012.6084975,146.9562416,10000,500
48003,9099,702.2472434,77.90266624,10000,500
48003,9100,1004.6317592,146.9562416,10000,500
48003,9101,734.2782495,77.90266624,10000,500
48003,9102,722.7060082,65.73671104,10000,500
48003,9103,657.1582142,77.90266624,10000,500
48003,9104,643.5833098,77.90266624,10000,500
48003,9105,813.6409681,112.0201667,10000,500
48003,9106,619.3257808,77.90266624,10000,500
48003,9107,704.3727724,88.46520032,10000,500
48003,9108,925.45119701,146.9562416,10000,500
48003,9109,963.08906769,146.9562416,10000,500
48003,9110,1010.4816849,146.9562416,10000,500
48003,9111,968.57165134,146.9562416,10000,500
48003,9113,991.97955766,146.9562416,10000,500
48003,9114,993.14827412,146.9562416,10000,500
48003,9115,1011.6674482999999,146.9562416,10000,500
48003,9116,996.78718606,146.9562416,10000,500
48003,9117,993.76102454,146.9562416,10000,500
48003,9118,1010.4816849,146.9562416,10000,500
48003,9119,1011.6674482999999,146.9562416,10000,500
48003,9120,1052.0992383,146.9562416,10000,500
48003,9121,925.45119701,146.9562416,10000,500
48003,9122,996.75284566,146.9562416,10000,500
48003,9123,1002.0561523,146.9562416,10000,500
48003,9124,1010.9646217,146.9562416,10000,500
48003,9125,991.97955766,146.9562416,10000,500
48003,9126,968.57165134,146.9562416,10000,500
48003,9127,1026.9765923,146.9562416,10000,500
48003,9128,1068.7916917,123.4240269,10000,500
48003,9129,646.1875711,77.90266624,10000,500
48003,9130,668.7947041,77.90266624,10000,500
48003,9131,908.904565,123.4240269,10000,500
48003,9132,1233.0868357,106.1473638,10000,500
48003,9133,1025.5834808999998,106.1473638,10000,500
48003,9134,1022.4498217,146.9562416,10000,500
48003,9135,1031.1064873999999,146.9562416,10000,500
48003,9136,1019.4506542,146.9562416,10000,500
48003,9137,1022.4498217,146.9562416,10000,500
48003,9140,1118.0953702,110.7042854,10000,500
48003,9141,705.5497034,77.90266624,10000,500
48003,9142,982.2650848999999,106.1473638,10000,500
48003,9143,901.0132747999999,106.1473638,10000,500
48003,9144,887.9492448999999,106.1473638,10000,500
48003,9145,877.2242841,106.1473638,10000,500
48003,9146,647.086557,77.90266624,10000,500
48003,9147,952.0165574,106.1473638,10000,500
48003,9148,761.8553718000001,77.90266624,10000,500
48003,9149,673.0256529000001,88.46520032,10000,500
48003,9150,672.2005134000001,88.46520032,10000,500
48003,9151,1115.9225592,106.1473638,10000,500
48003,9152,1126.6161931,106.1473638,10000,500
48003,9153,866.1635341,110.7042854,10000,500
48003,9154,1241.7731612,146.9562416,10000,500
48003,9155,1007.2217443000001,146.4619453,10000,500
48003,9156,1277.0223613,146.9562416,10000,500
48003,9158,1251.6687024,146.9562416,10000,500
48003,9159,1002.2077213,146.9562416,10000,500
48003,9160,1045.5580418,146.9562416,10000,500
48003,9161,1039.0421804,146.9562416,10000,500
48003,9162,1045.5580418,146.9562416,10000,500
48003,9163,1009.9931445,146.9562416,10000,500
48003,9164,1039.0421804,146.9562416,10000,500
48003,9165,1011.5502292,146.9562416,10000,500
48003,9166,1045.5580418,146.9562416,10000,500
48003,9167,1008.554305,146.9562416,10000,500
48003,9168,1008.5766222999999,146.9562416,10000,500
48003,9169,1257.338564,146.9562416,10000,500
48003,9171,1259.9439227,146.9562416,10000,500
48003,9172,1261.7256356,146.9562416,10000,500
48003,9173,1257.338564,146.9562416,10000,500
48003,9174,1238.6676181,146.9562416,10000,500
48003,9175,1257.338564,146.9562416,10000,500
48003,9176,1251.2293884,146.9562416,10000,500
48003,9177,1251.4576051,146.9562416,10000,500
48003,9178,908.99820713,146.9562416,10000,500
48003,9180,748.9574878000001,77.90266624,10000,500
48003,9182,1046.7543841,146.9562416,10000,500
48003,9183,687.00089927,112.0201667,10000,500
48003,9184,791.7607352,110.7042854,10000,500
48003,9185,1103.4828447,106.1473638,10000,500
48003,9186,1070.8788531,106.1473638,10000,500
48003,9187,1105.9839797,106.1473638,10000,500
48003,9188,1104.5998536,106.1473638,10000,500
48003,9189,1050.2177067,146.9562416,10000,500
48003,9190,1051.7804706,146.9562416,10000,500
48003,9192,1063.2768239,146.9562416,10000,500
48003,9193,1058.841406,146.9562416,10000,500
48003,9194,1061.2074542,146.9562416,10000,500
48003,9195,1050.2177067,146.9562416,10000,500
48003,9197,1061.2074542,146.9562416,10000,500
48003,9198,1050.2177067,146.9562416,10000,500
48003,9199,866.4801344,110.1956262,10000,500
48003,9200,849.0190189,106.1473638,10000,500
48003,9202,888.0625852000001,110.1956262,10000,500
48003,9203,517.74148177,77.90266624,10000,500
48003,9204,956.5601509,112.0201667,10000,500
48003,10056,999.940002,82.45010144,10000,500
48003,10057,1015.8075191,82.45010144,10000,500
48003,10058,952.8215829000001,82.45010144,10000,500
48003,10059,1093.3107459,82.45010144,10000,500
48003,10060,1081.7956016,82.45010144,10000,500
48003,10061,1006.9630087,82.45010144,10000,500
48003,10062,1091.6082306,82.45010144,10000,500
48003,10063,983.9415936,82.45010144,10000,500
48003,10065,1478.389637,82.45010144,10000,500
48003,10066,891.79069834,135.4520451,10000,500
48003,10067,1112.3726513,82.45010144,10000,500
48005,541,480.70335894000004,68.88878304,10000,500
48005,542,699.2435574,63.00508256,10000,500
48005,543,427.22134223,59.41724768,10000,500
48005,544,633.3791807,68.88878304,10000,500
48005,545,699.2435574,63.00508256,10000,500
48005,546,542.3163598,63.00508256,10000,500
48005,9039,399.52510200000006,49.85277696,10000,500
48005,9040,370.0889858,46.27027328,10000,500
48005,9041,340.12974093,49.85277696,10000,500
48005,9043,337.2000052,49.85277696,10000,500
48005,9044,305.45686941,49.85277696,10000,500
48005,9045,311.53283582,46.27027328,10000,500
48005,9046,400.3477113,47.71850944,10000,500
48005,9047,318.6358,42.93689344,10000,500
48005,9048,429.3728317,46.27027328,10000,500
48005,9049,409.8178964,46.27027328,10000,500
48005,9050,389.7857136,46.27027328,10000,500
48005,9051,431.9636251,46.27027328,10000,500
48005,9053,579.1838886,46.27027328,10000,500
48005,9054,580.2964482,46.27027328,10000,500
48005,9055,596.5377181,46.27027328,10000,500
48005,9056,576.8211533,46.27027328,10000,500
48005,9057,591.1430898,46.27027328,10000,500
48005,9059,584.6503412,46.27027328,10000,500
48005,9060,382.44043209,53.39385408,10000,500
48005,9061,388.69784219999997,46.27027328,10000,500
48005,9062,378.9376825,46.27027328,10000,500
48005,9063,386.558949,33.74929152,10000,500
48005,9064,453.6698801,46.27027328,10000,500
48005,9065,466.7079705,46.27027328,10000,500
48005,9066,453.6698801,46.27027328,10000,500
48005,9067,388.69784219999997,46.27027328,10000,500
48005,9069,350.99592651,47.71850944,10000,500
48005,9070,393.91984649999995,42.93689344,10000,500
48005,9071,353.88124838,47.71850944,10000,500
48005,9072,384.4627757,47.71850944,10000,500
48005,9074,355.66553748,47.71850944,10000,500
48005,9075,343.86000227,47.71850944,10000,500
48005,9076,353.88124838,47.71850944,10000,500
48005,9077,362.37768750000004,47.71850944,10000,500
48005,9078,343.86000227,47.71850944,10000,500
48005,9079,360.33472301,47.71850944,10000,500
48005,9080,384.4627757,47.71850944,10000,500
48005,9081,380.3199217,46.27027328,10000,500
48005,9083,377.3207542,46.27027328,10000,500
48005,9084,455.9208459,47.71850944,10000,500
48005,9085,638.1282853,46.27027328,10000,500
48005,9086,399.52510200000006,49.85277696,10000,500
48005,9087,639.2555751,46.27027328,10000,500
48005,9088,433.40233340000003,47.71850944,10000,500
48005,9089,332.17206483999996,42.93689344,10000,500
48005,9090,446.2935875,42.93689344,10000,500
48005,9091,475.080242,42.93689344,10000,500
48005,9092,446.2935875,42.93689344,10000,500
48005,9093,310.20317482,49.85277696,10000,500
48005,9094,323.25989319,49.85277696,10000,500
48005,9095,311.98460814000003,49.85277696,10000,500
48005,9096,318.08632413000004,49.85277696,10000,500
48005,9097,311.53283582,46.27027328,10000,500
48005,9098,370.4785975,46.27027328,10000,500
48005,9099,403.0897823,47.71850944,10000,500
48005,9100,362.5018592,46.27027328,10000,500
48005,9101,366.3712251,47.71850944,10000,500
48005,9102,554.8231035,42.93689344,10000,500
48005,9103,384.4627757,47.71850944,10000,500
48005,9104,398.0376801,47.71850944,10000,500
48005,9105,469.29032400000006,47.71850944,10000,500
48005,9106,440.80029509999997,42.93689344,10000,500
48005,9107,390.2027166,43.66395936,10000,500
48005,9108,283.32129701,46.27027328,10000,500
48005,9109,320.95916769,46.27027328,10000,500
48005,9110,368.3517849,46.27027328,10000,500
48005,9111,326.44175134,46.27027328,10000,500
48005,9113,349.84965766,46.27027328,10000,500
48005,9114,351.01837412,46.27027328,10000,500
48005,9115,369.5375483,46.27027328,10000,500
48005,9116,354.65728606,46.27027328,10000,500
48005,9117,351.63112454,46.27027328,10000,500
48005,9118,368.3517849,46.27027328,10000,500
48005,9119,369.5375483,46.27027328,10000,500
48005,9120,409.9693383,46.27027328,10000,500
48005,9121,283.32129701,46.27027328,10000,500
48005,9122,354.62294566,46.27027328,10000,500
48005,9123,359.9262523,46.27027328,10000,500
48005,9124,368.8347217,46.27027328,10000,500
48005,9125,349.84965766,46.27027328,10000,500
48005,9126,326.44175134,46.27027328,10000,500
48005,9127,384.8466923,46.27027328,10000,500
48005,9128,496.8864917,33.74929152,10000,500
48005,9129,400.3477113,47.71850944,10000,500
48005,9130,377.7405782,47.71850944,10000,500
48005,9131,336.999365,33.74929152,10000,500
48005,9132,761.9554631999999,46.27027328,10000,500
48005,9133,611.0146989,33.74929152,10000,500
48005,9134,380.3199217,46.27027328,10000,500
48005,9135,388.97658739999997,46.27027328,10000,500
48005,9136,377.3207542,46.27027328,10000,500
48005,9137,380.3199217,46.27027328,10000,500
48005,9140,542.2969876,46.27027328,10000,500
48005,9141,414.25733590000004,47.71850944,10000,500
48005,9142,609.6320849,47.71850944,10000,500
48005,9143,486.44449280000003,33.74929152,10000,500
48005,9144,471.7295146,33.74929152,10000,500
48005,9145,480.38651830000003,33.74929152,10000,500
48005,9146,377.3493214,42.93689344,10000,500
48005,9147,537.4477754,33.74929152,10000,500
48005,9148,426.70590030000005,47.71850944,10000,500
48005,9149,348.8958708,42.93689344,10000,500
48005,9150,348.07089859999996,42.93689344,10000,500
48005,9151,698.0576888,33.74929152,10000,500
48005,9152,708.7513228,33.74929152,10000,500
48005,9153,448.0833223,33.74929152,10000,500
48005,9154,599.6432612,46.27027328,10000,500
48005,9155,345.29836804,49.85277696,10000,500
48005,9156,634.8924613,46.27027328,10000,500
48005,9158,609.5388024,46.27027328,10000,500
48005,9159,360.0778213,46.27027328,10000,500
48005,9160,403.4281418,46.27027328,10000,500
48005,9161,396.9122804,46.27027328,10000,500
48005,9162,403.4281418,46.27027328,10000,500
48005,9163,367.8632445,46.27027328,10000,500
48005,9164,396.9122804,46.27027328,10000,500
48005,9165,369.42032919999997,46.27027328,10000,500
48005,9166,403.4281418,46.27027328,10000,500
48005,9167,366.424405,46.27027328,10000,500
48005,9168,338.76200545,49.85277696,10000,500
48005,9169,615.208664,46.27027328,10000,500
48005,9171,617.8140227,46.27027328,10000,500
48005,9172,619.5957356,46.27027328,10000,500
48005,9173,615.208664,46.27027328,10000,500
48005,9174,596.5377181,46.27027328,10000,500
48005,9175,615.208664,46.27027328,10000,500
48005,9176,609.0994884,46.27027328,10000,500
48005,9177,609.3277051,46.27027328,10000,500
48005,9178,266.86830713,46.27027328,10000,500
48005,9180,381.0504634,47.71850944,10000,500
48005,9182,404.6244841,46.27027328,10000,500
48005,9183,415.70549927,69.481048,10000,500
48005,9184,426.2605352,53.39385408,10000,500
48005,9185,709.7225882,33.74929152,10000,500
48005,9186,698.2458531,47.71850944,10000,500
48005,9187,733.3509797,47.71850944,10000,500
48005,9188,705.6117165,33.74929152,10000,500
48005,9189,378.78878210000005,49.85277696,10000,500
48005,9190,380.35154600000004,49.85277696,10000,500
48005,9192,391.8478993,49.85277696,10000,500
48005,9193,387.41248140000005,49.85277696,10000,500
48005,9194,389.7785296,49.85277696,10000,500
48005,9195,378.78878210000005,49.85277696,10000,500
48005,9197,389.7785296,49.85277696,10000,500
48005,9198,378.78878210000005,49.85277696,10000,500
48005,9199,433.8689526,33.74929152,10000,500
48005,9200,456.5642489,33.74929152,10000,500
48005,9202,458.4812291,33.74929152,10000,500
48005,9203,506.69439669999997,42.93689344,10000,500
48005,9204,586.7415707,47.71850944,10000,500
48005,10056,1131.182902,103.0289882,10000,500
48005,10057,1147.0504191,103.0289882,10000,500
48005,10058,1084.0644829,103.0289882,10000,500
48005,10059,1224.5536459,103.0289882,10000,500
48005,10060,1213.0385016,103.0289882,10000,500
48005,10061,1138.2059087,103.0289882,10000,500
48005,10062,1222.8511306,103.0289882,10000,500
48005,10063,1115.1844936,103.0289882,10000,500
48005,10065,1609.632537,103.0289882,10000,500
48005,10066,481.68549834,71.14754976,10000,500
48005,10067,1243.6155512999999,103.0289882,10000,500
48007,541,432.60625894,61.34715776,10000,500
48007,542,490.2319271,17.7302272,10000,500
48007,543,695.654179,111.5545334,10000,500
48007,544,479.1642304,36.57333792,10000,500
48007,545,490.2319271,17.7302272,10000,500
48007,546,373.7465598,36.57333792,10000,500
48007,9039,336.098302,39.90745472,10000,500
48007,9040,309.12082929999997,36.57333792,10000,500
48007,9041,276.70294093,39.90745472,10000,500
48007,9043,273.7732052,39.90745472,10000,500
48007,9044,242.03006941,39.90745472,10000,500
48007,9045,299.45353582,44.37623904,10000,500
48007,9046,693.7798177,84.65524256,10000,500
48007,9047,589.5552,85.41705536,10000,500
48007,9048,417.2935317,44.37623904,10000,500
48007,9049,397.7385964,44.37623904,10000,500
48007,9050,377.7064136,44.37623904,10000,500
48007,9051,419.8843251,44.37623904,10000,500
48007,9053,567.1045886,44.37623904,10000,500
48007,9054,568.2171482,44.37623904,10000,500
48007,9055,584.4584181,44.37623904,10000,500
48007,9056,564.7418533,44.37623904,10000,500
48007,9057,579.0637898,44.37623904,10000,500
48007,9059,572.5710412,44.37623904,10000,500
48007,9060,398.8367019,36.57333792,10000,500
48007,9061,376.6185422,44.37623904,10000,500
48007,9062,366.8583825,44.37623904,10000,500
48007,9063,491.295574,59.05874016,10000,500
48007,9064,441.5905801,44.37623904,10000,500
48007,9065,454.6286705,44.37623904,10000,500
48007,9066,441.5905801,44.37623904,10000,500
48007,9067,376.6185422,44.37623904,10000,500
48007,9069,647.1651245,85.41705536,10000,500
48007,9070,664.8392465,85.41705536,10000,500
48007,9071,631.9237589,85.41705536,10000,500
48007,9072,679.6772408,85.41705536,10000,500
48007,9074,651.8347355000001,85.41705536,10000,500
48007,9075,657.4611809,85.41705536,10000,500
48007,9076,631.9237589,85.41705536,10000,500
48007,9077,657.5921526,85.41705536,10000,500
48007,9078,657.4611809,85.41705536,10000,500
48007,9079,656.503921,85.41705536,10000,500
48007,9080,679.6772408,85.41705536,10000,500
48007,9081,368.2406217,44.37623904,10000,500
48007,9083,365.2414542,44.37623904,10000,500
48007,9084,746.5925795,84.65524256,10000,500
48007,9085,626.0489853,44.37623904,10000,500
48007,9086,336.098302,39.90745472,10000,500
48007,9087,627.1762751,44.37623904,10000,500
48007,9088,746.4486558,85.41705536,10000,500
48007,9089,603.0914648400001,85.41705536,10000,500
48007,9090,670.1994074,84.65524256,10000,500
48007,9091,702.0055457000001,84.65524256,10000,500
48007,9092,670.1994074,84.65524256,10000,500
48007,9093,246.77637482,39.90745472,10000,500
48007,9094,259.83309319,39.90745472,10000,500
48007,9095,248.55780814000002,39.90745472,10000,500
48007,9096,254.65952413000002,39.90745472,10000,500
48007,9097,299.45353582,44.37623904,10000,500
48007,9098,358.3992975,44.37623904,10000,500
48007,9099,703.0146158,85.41705536,10000,500
48007,9100,350.4225592,44.37623904,10000,500
48007,9101,679.4175475,85.41705536,10000,500
48007,9102,713.7530898,84.65524256,10000,500
48007,9103,679.6772408,85.41705536,10000,500
48007,9104,688.3082987,84.65524256,10000,500
48007,9105,782.3366464000001,85.41705536,10000,500
48007,9106,668.8304523,84.65524256,10000,500
48007,9107,512.18627467,71.43868032,10000,500
48007,9108,271.24199701000003,44.37623904,10000,500
48007,9109,308.87986769,44.37623904,10000,500
48007,9110,356.2724849,44.37623904,10000,500
48007,9111,314.36245134,44.37623904,10000,500
48007,9113,337.77035766,44.37623904,10000,500
48007,9114,338.93907412,44.37623904,10000,500
48007,9115,357.45824830000004,44.37623904,10000,500
48007,9116,342.57798606,44.37623904,10000,500
48007,9117,339.55182454,44.37623904,10000,500
48007,9118,356.2724849,44.37623904,10000,500
48007,9119,357.45824830000004,44.37623904,10000,500
48007,9120,397.8900383,44.37623904,10000,500
48007,9121,271.24199701000003,44.37623904,10000,500
48007,9122,342.54364566000004,44.37623904,10000,500
48007,9123,347.8469523,44.37623904,10000,500
48007,9124,356.7554217,44.37623904,10000,500
48007,9125,337.77035766,44.37623904,10000,500
48007,9126,314.36245134,44.37623904,10000,500
48007,9127,372.7673923,44.37623904,10000,500
48007,9128,531.1959865,44.37623904,10000,500
48007,9129,693.7798177,84.65524256,10000,500
48007,9130,673.9097762,85.41705536,10000,500
48007,9131,621.172465,78.3076336,10000,500
48007,9132,749.8761632,44.37623904,10000,500
48007,9133,895.1877989,78.3076336,10000,500
