supplier,hub,dist_s_h,cost_per_unit_s_h ,truck_cost_s_h,truck_cap_s_h
48007,17679,93.7976,20.85346368,10000,500
48007,17717,395.8944,68.22224192,10000,500
48007,17784,710.7737,117.5953162,10000,500
48007,17792,682.9849,113.2380323,10000,500
48007,17822,400.0364,68.87170752,10000,500
48007,17829,243.8153,44.37623904,10000,500
48007,17896,500.6967,84.65524256,10000,500
48007,17931,661.4715,109.8647312,10000,500
48007,17934,636.9479,106.0194307,10000,500
48007,17942,163.8018,31.83012224,10000,500
48007,17943,61.189,15.7404352,10000,500
48007,17945,822.5671,135.1245213,10000,500
48007,17952,578.2502,96.81563136,10000,500
48007,18029,144.5249,28.80750432,10000,500
48007,18042,194.0519,36.57333792,10000,500
48007,18063,416.4074,71.43868032,10000,500
48007,18082,130.6353,26.62961504,10000,500
48007,18127,73.879,17.7302272,10000,500
48007,18286,439.3812,75.04097216,10000,500
48007,18288,460.2145,78.3076336,10000,500
48007,18294,609.6869,101.7449059,10000,500
48007,18303,423.5027,72.55122336,10000,500
48009,17201,327.5551,57.50663968,10000,500
48009,17218,228.1417,41.91861856,10000,500
48009,17359,654.2674,108.7351283,10000,500
48009,17372,395.073,68.0934464,10000,500
48009,17395,414.4713,71.13509984,10000,500
48009,17404,861.1441,141.1733949,10000,500
48009,17447,689.497,114.2591296,10000,500
48009,17466,212.7411,39.50380448,10000,500
48009,17507,452.7058,77.13026944,10000,500
48009,17592,318.3862,56.06895616,10000,500
48009,17620,44.0161,13.04772448,10000,500
48009,17679,654.4744,108.7675859,10000,500
48009,17717,369.3084,64.05355712,10000,500
48009,17784,71.9776,17.43208768,10000,500
48009,17792,269.4914,48.40225152,10000,500
48009,17822,396.7687,68.35933216,10000,500
48009,17829,620.8712,103.4986042,10000,500
48009,17896,276.899,49.5637632,10000,500
48009,17931,175.1794,33.61412992,10000,500
48009,17934,155.3788,30.50939584,10000,500
48009,17942,921.2076,150.5913517,10000,500
48009,17943,723.3168,119.5620742,10000,500
48009,17945,90.597,20.3516096,10000,500
48009,17952,243.8272,44.37810496,10000,500
48009,18029,694.3348,115.0176966,10000,500
48009,18042,554.1587,93.03808416,10000,500
48009,18063,335.8712,58.81060416,10000,500
48009,18082,677.0604,112.3090707,10000,500
48009,18127,813.0085,133.6257328,10000,500
48009,18286,367.319,63.7416192,10000,500
48009,18288,402.751,69.2973568,10000,500
48009,18294,280.9207,50.19436576,10000,500
48009,18303,442.5503,75.53788704,10000,500
48011,17201,616.5401,102.8194877,10000,500
48011,17218,517.1267,87.23146656,10000,500
48011,17359,976.8985,159.3236848,10000,500
48011,17372,655.9941,109.0058749,10000,500
48011,17395,737.1024,121.7236563,10000,500
48011,17404,1183.7753,191.761967,10000,500
48011,17447,1012.1282,164.8477018,10000,500
48011,17466,382.2074,66.07612032,10000,500
48011,17507,775.337,127.7188416,10000,500
48011,17592,641.0173,106.6575126,10000,500
48011,17620,329.0669,57.74368992,10000,500
48011,17679,977.1056,159.3561581,10000,500
48011,17717,691.9395,114.6421136,10000,500
48011,17784,360.9626,62.74493568,10000,500
48011,17792,558.4764,93.71509952,10000,500
48011,17822,719.3999,118.9479043,10000,500
48011,17829,943.5023,154.0871606,10000,500
48011,17896,614.9998,102.5779686,10000,500
48011,17931,464.1644,78.92697792,10000,500
48011,17934,498.9766,84.38553088,10000,500
48011,17942,1243.8387,201.1799082,10000,500
48011,17943,1045.948,170.1506464,10000,500
48011,17945,248.7742,45.15379456,10000,500
48011,17952,485.4388,82.26280384,10000,500
48011,18029,1016.9659,165.6062531,10000,500
48011,18042,876.7898,143.6266406,10000,500
48011,18063,658.5023,109.3991606,10000,500
48011,18082,999.6915,162.8976272,10000,500
48011,18127,1135.6396,184.2142893,10000,500
48011,18286,689.9502,114.3301914,10000,500
48011,18288,725.3821,119.8859133,10000,500
48011,18294,603.5518,100.7829222,10000,500
48011,18303,765.1815,126.1264592,10000,500
48013,17201,691.3848,114.5551366,10000,500
48013,17218,628.9198,104.7606246,10000,500
48013,17359,338.5774,59.23493632,10000,500
48013,17372,242.1606,44.11678208,10000,500
48013,17395,331.0326,58.05191168,10000,500
48013,17404,183.7239,34.95390752,10000,500
48013,17447,436.5313,74.59410784,10000,500
48013,17466,488.0702,82.67540736,10000,500
48013,17507,260.1943,46.94446624,10000,500
48013,17592,462.2268,78.62316224,10000,500
48013,17620,707.7464,117.1206355,10000,500
48013,17679,215.6749,39.96382432,10000,500
48013,17717,379.4243,65.63973024,10000,500
48013,17784,667.4452,110.8014074,10000,500
48013,17792,639.6564,106.4441235,10000,500
48013,17822,308.1824,54.46900032,10000,500
48013,17829,341.7298,59.72923264,10000,500
48013,17896,428.8055,73.3827024,10000,500
48013,17931,618.143,103.0708224,10000,500
48013,17934,593.6194,99.22552192,10000,500
48013,17942,243.7873,44.37184864,10000,500
48013,17943,177.6149,33.99601632,10000,500
48013,17945,779.2386,128.3306125,10000,500
48013,17952,383.1189,66.21904352,10000,500
48013,18029,378.6448,65.51750464,10000,500
48013,18042,220.7925,40.766264,10000,500
48013,18063,373.342,64.6860256,10000,500
48013,18082,260.5725,47.003768,10000,500
48013,18127,163.5643,31.79288224,10000,500
48013,18286,429.8568,73.54754624,10000,500
48013,18288,455.9963,77.64621984,10000,500
48013,18294,566.3585,94.9510128,10000,500
48013,18303,331.6487,58.14851616,10000,500
48015,17201,557.2534,93.52333312,10000,500
48015,17218,494.456,83.6767008,10000,500
48015,17359,80.5699,18.77936032,10000,500
48015,17372,323.7018,56.90244224,10000,500
48015,17395,140.2804,28.14196672,10000,500
48015,17404,352.855,61.473664,10000,500
48015,17447,169.5273,32.72788064,10000,500
48015,17466,544.3924,91.50672832,10000,500
48015,17507,199.5408,37.43399744,10000,500
48015,17592,310.3169,54.80368992,10000,500
48015,17620,573.2826,96.03671168,10000,500
48015,17679,201.1476,37.68594368,10000,500
48015,17717,202.8603,37.95449504,10000,500
48015,17784,532.9814,89.71748352,10000,500
48015,17792,505.1926,85.36019968,10000,500
48015,17822,247.529,44.9585472,10000,500
48015,17829,73.6817,17.69929056,10000,500
48015,17896,303.5234,53.73846912,10000,500
48015,17931,483.6792,81.98689856,10000,500
48015,17934,459.1556,78.14159808,10000,500
48015,17942,412.9184,70.89160512,10000,500
48015,17943,269.99,48.480432,10000,500
48015,17945,644.7748,107.2466886,10000,500
48015,17952,439.4411,75.05036448,10000,500
48015,18029,154.042,30.2997856,10000,500
48015,18042,100.8318,21.95642624,10000,500
48015,18063,219.2341,40.52190688,10000,500
48015,18082,158.4712,30.99428416,10000,500
48015,18127,308.5231,54.52242208,10000,500
48015,18286,221.6613,40.90249184,10000,500
48015,18288,228.1011,41.91225248,10000,500
48015,18294,431.2826,73.77111168,10000,500
48015,18303,270.9953,48.63806304,10000,500
48017,17201,739.9206,122.1655501,10000,500
48017,17218,640.5072,106.577529,10000,500
48017,17359,973.9239,158.8572675,10000,500
48017,17372,639.9678,106.492951,10000,500
48017,17395,762.1691,125.6541149,10000,500
48017,17404,1009.598,164.4509664,10000,500
48017,17447,1071.8778,174.216439,10000,500
48017,17466,399.8103,68.83625504,10000,500
48017,17507,706.8508,116.9802054,10000,500
48017,17592,760.523,125.3960064,10000,500
48017,17620,445.3365,75.9747632,10000,500
48017,17679,960.1871,156.7033373,10000,500
48017,17717,750.5399,123.8306563,10000,500
48017,17784,484.3432,82.09101376,10000,500
48017,17792,681.8569,113.0611619,10000,500
48017,17822,703.6538,116.4789158,10000,500
48017,17829,977.0763,159.3515638,10000,500
48017,17896,621.9361,103.6655805,10000,500
48017,17931,587.5449,98.27304032,10000,500
48017,17934,554.573,93.1030464,10000,500
48017,17942,1069.6615,173.8689232,10000,500
48017,17943,979.6221,159.7507453,10000,500
48017,17945,418.0536,71.69680448,10000,500
48017,17952,463.7477,78.86163936,10000,500
48017,18029,1013.9913,165.1398358,10000,500
48017,18042,873.8097,143.159361,10000,500
48017,18063,703.9889,116.5314595,10000,500
48017,18082,996.7169,162.4312099,10000,500
48017,18127,976.8096,159.3097453,10000,500
48017,18286,795.9631,130.9530141,10000,500
48017,18288,844.8878,138.624407,10000,500
48017,18294,734.705,121.347744,10000,500
48017,18303,658.3298,109.3721126,10000,500
48019,17201,706.6821,116.9537533,10000,500
48019,17218,644.2171,107.1592413,10000,500
48019,17359,398.1496,68.57585728,10000,500
48019,17372,154.3285,30.3447088,10000,500
48019,17395,364.806,63.3475808,10000,500
48019,17404,346.1737,60.42603616,10000,500
48019,17447,496.1035,83.9350288,10000,500
48019,17466,397.4729,68.46975072,10000,500
48019,17507,272.5195,48.8770576,10000,500
48019,17592,477.5241,81.02177888,10000,500
48019,17620,723.0437,119.5192522,10000,500
48019,17679,327.9334,57.56595712,10000,500
48019,17717,394.7216,68.03834688,10000,500
48019,17784,682.7425,113.200024,10000,500
48019,17792,654.9537,108.8427402,10000,500
48019,17822,323.4797,56.86761696,10000,500
48019,17829,401.302,69.0701536,10000,500
48019,17896,392.9065,67.7537392,10000,500
48019,17931,633.4403,105.469439,10000,500
48019,17934,442.9449,75.59976032,10000,500
48019,17942,406.2371,69.84397728,10000,500
48019,17943,316.1977,55.72579936,10000,500
48019,17945,609.5139,101.7177795,10000,500
48019,17952,292.5216,52.01338688,10000,500
48019,18029,438.217,74.8584256,10000,500
48019,18042,280.3647,50.10718496,10000,500
48019,18063,388.6393,67.08464224,10000,500
48019,18082,339.6194,59.39832192,10000,500
48019,18127,313.3852,55.28479936,10000,500
48019,18286,445.1542,75.94617856,10000,500
48019,18288,484.8499,82.17046432,10000,500
48019,18294,581.6558,97.34962944,10000,500
48019,18303,283.0514,50.52845952,10000,500
48021,17201,523.9696,88.30443328,10000,500
48021,17218,461.5046,78.50992128,10000,500
48021,17359,179.6056,34.30815808,10000,500
48021,17372,165.9951,32.17403168,10000,500
48021,17395,114.4341,24.08926688,10000,500
48021,17404,376.7635,65.2225168,10000,500
48021,17447,277.5595,49.6673296,10000,500
48021,17466,437.6307,74.76649376,10000,500
48021,17507,92.7791,20.69376288,10000,500
48021,17592,294.8116,52.37245888,10000,500
48021,17620,540.3312,90.86993216,10000,500
48021,17679,179.8072,34.33976896,10000,500
48021,17717,172.8748,33.25276864,10000,500
48021,17784,500.03,84.550704,10000,500
48021,17792,472.2412,80.19342016,10000,500
48021,17822,140.7672,28.21829696,10000,500
48021,17829,182.758,34.8024544,10000,500
48021,17896,261.3903,47.13199904,10000,500
48021,17931,450.7278,76.82011904,10000,500
48021,17934,426.2042,72.97481856,10000,500
48021,17942,436.8269,74.64045792,10000,500
48021,17943,248.6496,45.13425728,10000,500
48021,17945,611.8234,102.0799091,10000,500
48021,17952,332.6794,58.31012992,10000,500
48021,18029,219.673,40.5907264,10000,500
48021,18042,79.4915,18.6102672,10000,500
48021,18063,205.9268,38.43532224,10000,500
48021,18082,202.3986,37.88210048,10000,500
48021,18127,287.1827,51.17624736,10000,500
48021,18286,216.3474,40.06927232,10000,500
48021,18288,237.1807,43.33593376,10000,500
48021,18294,398.9433,68.70030944,10000,500
48021,18303,164.2335,31.8978128,10000,500
48023,17201,362.1501,62.93113568,10000,500
48023,17218,262.7367,47.34311456,10000,500
48023,17359,722.5085,119.4353328,10000,500
48023,17372,422.6341,72.41502688,10000,500
48023,17395,482.7124,81.83530432,10000,500
48023,17404,792.2643,130.3730422,10000,500
48023,17447,757.7382,124.9593498,10000,500
48023,17466,148.8473,29.48525664,10000,500
48023,17507,520.947,87.8304896,10000,500
48023,17592,386.6273,66.76916064,10000,500
48023,17620,67.566,16.7403488,10000,500
48023,17679,722.7156,119.4678061,10000,500
48023,17717,437.5495,74.7537616,10000,500
48023,17784,106.5726,22.85658368,10000,500
48023,17792,304.0864,53.82674752,10000,500
48023,17822,465.0099,79.05955232,10000,500
48023,17829,689.1123,114.1988086,10000,500
48023,17896,360.6099,62.68963232,10000,500
48023,17931,209.7744,39.03862592,10000,500
48023,17934,198.9148,37.33584064,10000,500
48023,17942,852.3277,139.7909834,10000,500
48023,17943,791.558,130.2622944,10000,500
48023,17945,67.639,16.7517952,10000,500
48023,17952,252.0787,45.67194016,10000,500
48023,18029,762.5759,125.7179011,10000,500
48023,18042,622.3998,103.7382886,10000,500
48023,18063,404.1124,69.51082432,10000,500
48023,18082,745.3015,123.0092752,10000,500
48023,18127,881.2496,144.3259373,10000,500
48023,18286,435.5602,74.44183936,10000,500
48023,18288,470.9921,79.99756128,10000,500
48023,18294,349.1618,60.89457024,10000,500
48023,18303,446.6608,76.18241344,10000,500
48025,17201,749.4249,123.6558243,10000,500
48025,17218,686.9599,113.8613123,10000,500
48025,17359,203.9578,38.12658304,10000,500
48025,17372,314.6719,55.48655392,10000,500
48025,17395,333.5501,58.44665568,10000,500
48025,17404,94.9145,21.0285936,10000,500
48025,17447,281.725,50.32048,10000,500
48025,17466,560.5815,94.0451792,10000,500
48025,17507,318.2344,56.04515392,10000,500
48025,17592,520.2669,87.72384992,10000,500
48025,17620,765.7865,126.2213232,10000,500
48025,17679,90.5201,20.33955168,10000,500
48025,17717,437.4644,74.74041792,10000,500
48025,17784,725.4853,119.902095,10000,500
48025,17792,697.6965,115.5448112,10000,500
48025,17822,366.2225,63.569688,10000,500
48025,17829,248.5977,45.12611936,10000,500
48025,17896,486.8456,82.48339008,10000,500
48025,17931,676.1831,112.1715101,10000,500
48025,17934,651.6595,108.3262096,10000,500
48025,17942,154.9779,30.44653472,10000,500
48025,17943,55.1126,14.78765568,10000,500
48025,17945,837.2787,137.4313002,10000,500
48025,17952,455.6302,77.58881536,10000,500
48025,18029,206.2468,38.48549824,10000,500
48025,18042,190.1483,35.96125344,10000,500
48025,18063,431.3821,73.78671328,10000,500
48025,18082,135.4177,27.37949536,10000,500
48025,18127,52.3001,14.34665568,10000,500
48025,18286,487.8969,82.64823392,10000,500
48025,18288,456.3109,77.69554912,10000,500
48025,18294,624.3986,104.0517005,10000,500
48025,18303,389.6888,67.24920384,10000,500
48027,17201,387.1325,66.848376,10000,500
48027,17218,324.6675,57.053864,10000,500
48027,17359,317.3445,55.9056176,10000,500
48027,17372,157.821,30.8923328,10000,500
48027,17395,62.4454,15.93743872,10000,500
48027,17404,462.6886,78.69557248,10000,500
48027,17447,415.2984,71.26478912,10000,500
48027,17466,344.3643,60.14232224,10000,500
48027,17507,54.2503,14.65244704,10000,500
48027,17592,157.9745,30.9164016,10000,500
48027,17620,403.4941,69.41387488,10000,500
48027,17679,303.6078,53.75170304,10000,500
48027,17717,75.172,17.9329696,10000,500
48027,17784,363.1929,63.09464672,10000,500
48027,17792,335.4041,58.73736288,10000,500
48027,17822,3.9301,6.76223968,10000,500
48027,17829,320.4969,56.39991392,10000,500
48027,17896,124.7748,25.71068864,10000,500
48027,17931,313.8907,55.36406176,10000,500
48027,17934,289.3671,51.51876128,10000,500
48027,17942,522.7521,88.11352928,10000,500
48027,17943,373.2042,64.66441856,10000,500
48027,17945,474.9863,80.62385184,10000,500
48027,17952,239.413,43.6859584,10000,500
48027,18029,357.4119,62.18818592,10000,500
48027,18042,217.2304,40.20772672,10000,500
48027,18063,69.0897,16.97926496,10000,500
48027,18082,340.1375,59.47956,10000,500
48027,18127,414.553,71.1479104,10000,500
48027,18286,125.6046,25.84080128,10000,500
48027,18288,168.9027,32.62994336,10000,500
48027,18294,262.1062,47.24425216,10000,500
48027,18303,44.9188,13.18926784,10000,500
48029,17201,608.8308,101.6106694,10000,500
48029,17218,546.3658,91.81615744,10000,500
48029,17359,285.4016,50.89697088,10000,500
48029,17372,169.932,32.7913376,10000,500
48029,17395,266.9547,48.00449696,10000,500
48029,17404,233.0374,42.68626432,10000,500
48029,17447,383.3556,66.25615808,10000,500
48029,17466,413.5017,70.98306656,10000,500
48029,17507,174.6682,33.53397376,10000,500
48029,17592,379.6728,65.67869504,10000,500
48029,17620,625.1924,104.1761683,10000,500
48029,17679,215.1855,39.8870864,10000,500
48029,17717,296.8703,52.69526304,10000,500
48029,17784,584.8912,97.85694016,10000,500
48029,17792,557.1024,93.49965632,10000,500
48029,17822,225.6284,41.52453312,10000,500
48029,17829,288.5541,51.39128288,10000,500
48029,17896,346.2515,60.4382352,10000,500
48029,17931,535.589,90.1263552,10000,500
48029,17934,511.0654,86.28105472,10000,500
48029,17942,293.1009,52.10422112,10000,500
48029,17943,203.0614,37.98602752,10000,500
48029,17945,696.6846,115.3861453,10000,500
48029,17952,308.5504,54.52670272,10000,500
48029,18029,325.469,57.1795392,10000,500
48029,18042,167.6168,32.42831424,10000,500
48029,18063,290.788,51.7415584,10000,500
48029,18082,226.8714,41.71943552,10000,500
48029,18127,200.2489,37.54502752,10000,500
48029,18286,347.3028,60.60307904,10000,500
48029,18288,402.8205,69.3082544,10000,500
48029,18294,483.8045,82.0065456,10000,500
48029,18303,249.0986,45.20466048,10000,500
48031,17201,551.8614,92.67786752,10000,500
48031,17218,489.3965,82.8833712,10000,500
48031,17359,298.3283,52.92387744,10000,500
48031,17372,73.04,17.598672,10000,500
48031,17395,203.2016,38.00801088,10000,500
48031,17404,325.0703,57.11702304,10000,500
48031,17447,396.2823,68.28306464,10000,500
48031,17466,362.41,62.971888,10000,500
48031,17507,117.6989,24.60118752,10000,500
48031,17592,322.7034,56.74589312,10000,500
48031,17620,568.223,95.2433664,10000,500
48031,17679,275.1746,49.29337728,10000,500
48031,17717,239.9009,43.76246112,10000,500
48031,17784,527.9219,88.92415392,10000,500
48031,17792,500.1331,84.56687008,10000,500
48031,17822,168.6591,32.59174688,10000,500
48031,17829,301.4807,53.41817376,10000,500
48031,17896,234.3802,42.89681536,10000,500
48031,17931,478.6197,81.19356896,10000,500
48031,17934,293.5699,52.17776032,10000,500
48031,17942,385.1338,66.53497984,10000,500
48031,17943,295.0943,52.41678624,10000,500
48031,17945,639.7153,106.453359,10000,500
48031,17952,257.4587,46.51552416,10000,500
48031,18029,338.3957,59.20644576,10000,500
48031,18042,198.2142,37.22598656,10000,500
48031,18063,233.8187,42.80877216,10000,500
48031,18082,321.1213,56.49781984,10000,500
48031,18127,292.2818,51.97578624,10000,500
48031,18286,290.3335,51.6702928,10000,500
48031,18288,355.8799,61.94796832,10000,500
48031,18294,426.8351,73.07374368,10000,500
48031,18303,124.5251,25.67153568,10000,500
48033,17201,642.0438,106.8184678,10000,500
48033,17218,569.9353,95.51185504,10000,500
48033,17359,771.7,127.14856,10000,500
48033,17372,412.6792,70.85409856,10000,500
48033,17395,559.9453,93.94542304,10000,500
48033,17404,782.3095,128.8121296,10000,500
48033,17447,869.6539,142.5077315,10000,500
48033,17466,197.5865,37.1275632,10000,500
48033,17507,504.627,85.2715136,10000,500
48033,17592,558.2992,93.68731456,10000,500
48033,17620,348.1686,60.73883648,10000,500
48033,17679,757.9632,124.9946298,10000,500
48033,17717,548.316,92.1219488,10000,500
48033,17784,387.1752,66.85507136,10000,500
48033,17792,580.495,97.167616,10000,500
48033,17822,501.43,84.770224,10000,500
48033,17829,774.8524,127.6428563,10000,500
48033,17896,419.7122,71.95687296,10000,500
48033,17931,525.1067,88.48273056,10000,500
48033,17934,352.3491,61.39433888,10000,500
48033,17942,842.3729,138.2300707,10000,500
48033,17943,752.3335,124.1118928,10000,500
48033,17945,348.2416,60.75028288,10000,500
48033,17952,261.5239,47.15294752,10000,500
48033,18029,811.7674,133.4311283,10000,500
48033,18042,671.5859,111.4506691,10000,500
48033,18063,501.765,84.822752,10000,500
48033,18082,794.493,130.7225024,10000,500
48033,18127,749.521,123.6708928,10000,500
48033,18286,593.7392,99.24430656,10000,500
48033,18288,642.6639,106.9156995,10000,500
48033,18294,532.4811,89.63903648,10000,500
48033,18303,456.1059,77.66340512,10000,500
48035,17201,309.8163,54.72519584,10000,500
48035,17218,247.3513,44.93068384,10000,500
48035,17359,396.8885,68.3781168,10000,500
48035,17372,210.6098,39.16961664,10000,500
48035,17395,157.0924,30.77808832,10000,500
48035,17404,575.7916,96.43012288,10000,500
48035,17447,443.8628,75.74368704,10000,500
48035,17466,244.6583,44.50842144,10000,500
48035,17507,167.3533,32.38699744,10000,500
48035,17592,128.5045,26.2955056,10000,500
48035,17620,310.2437,54.79221216,10000,500
48035,17679,397.0956,68.41059008,10000,500
48035,17717,123.6741,25.53809888,10000,500
48035,17784,269.9425,48.472984,10000,500
48035,17792,258.088,46.6141984,10000,500
48035,17822,113.6415,23.9649872,10000,500
48035,17829,375.2369,64.98314592,10000,500
48035,17896,15.29,8.543472,10000,500
48035,17931,220.6403,40.74239904,10000,500
48035,17934,133.9716,27.15274688,10000,500
48035,17942,635.8551,105.8480797,10000,500
48035,17943,465.938,79.2050784,10000,500
48035,17945,381.7359,66.00218912,10000,500
48035,17952,199.127,37.3691136,10000,500
48035,18029,436.9559,74.66068512,10000,500
48035,18042,296.7798,52.68107264,10000,500
48035,18063,76.6928,18.17143104,10000,500
48035,18082,419.6815,71.9520592,10000,500
48035,18127,527.6559,88.88244512,10000,500
48035,18286,140.1616,28.12333888,10000,500
48035,18288,190.422,36.0041696,10000,500
48035,18294,190.1182,35.95653376,10000,500
48035,18303,118.3521,24.70360928,10000,500
48037,17201,116.423,24.4011264,10000,500
48037,17218,217.648,40.2732064,10000,500
48037,17359,562.5541,94.35448288,10000,500
48037,17372,631.1047,105.103217,10000,500
48037,17395,490.1234,82.99734912,10000,500
48037,17404,936.7963,153.0356598,10000,500
48037,17447,539.8099,90.78819232,10000,500
48037,17466,564.9746,94.73401728,10000,500
48037,17507,528.3579,88.99251872,10000,500
48037,17592,302.09,53.513712,10000,500
48037,17620,408.6953,70.22942304,10000,500
48037,17679,691.1755,114.5223184,10000,500
48037,17717,444.9605,75.9158064,10000,500
48037,17784,368.8762,63.98578816,10000,500
48037,17792,177.0982,33.91499776,10000,500
48037,17822,472.4209,80.22159712,10000,500
48037,17829,516.9624,87.20570432,10000,500
48037,17896,384.5292,66.44017856,10000,500
48037,17931,266.7407,47.97094176,10000,500
48037,17934,392.5743,67.70165024,10000,500
48037,17942,996.8597,162.453601,10000,500
48037,17943,760.0179,125.3168067,10000,500
48037,17945,480.1875,81.4394,10000,500
48037,17952,560.2467,93.99268256,10000,500
48037,18029,618.6867,103.1560746,10000,500
48037,18042,590.8598,98.79281664,10000,500
48037,18063,411.5233,70.67285344,10000,500
48037,18082,630.5457,105.0155658,10000,500
48037,18127,888.6606,145.4879821,10000,500
48037,18286,367.3509,63.74662112,10000,500
48037,18288,317.0331,55.85679008,10000,500
48037,18294,227.1092,41.75672256,10000,500
48037,18303,518.2025,87.400152,10000,500
48039,17201,614.4702,102.4949274,10000,500
48039,17218,557.9056,93.62559808,10000,500
48039,17359,78.1909,18.40633312,10000,500
48039,17372,442.1549,75.47588832,10000,500
48039,17395,290.9732,51.77059776,10000,500
48039,17404,282.3432,50.41741376,10000,500
48039,17447,1.2568,6.34306624,10000,500
48039,17466,713.7906,118.0683661,10000,500
48039,17507,368.939,63.9956352,10000,500
